index,Names,Gender,Count,Probability,quote,author,tags,likes
351,Lorraine,F,216552,0.000592647,"Hearts are breakable,"" Isabelle said. ""And I think even when you heal, you're never what you were before"".","Cassandra Clare,",broken-hearted;healing;heartbreak;inspirational;love,1961
352,Jayden,M,216013,0.000591172,Surround Yourself with People Who Believe in Your Dreams,"Roy T. Bennett,",ambition;dream;dreams;encourage;inspiration;inspirational;inspirational-quotes;inspire;inspiring;life;life-quotes;living;motivation;motivational;optimism;optimistic;positive;positive-affirmation;positive-life;positive-thinking,1959
353,Jill,F,214016,0.000585706,Because paper has more patience than people. ,Anne Frank,affirming;inspirational;uplifting,1938
354,Geraldine,F,213493,0.000584275,"A star falls from the sky and into your hands. Then it seeps through your veins and swims inside your blood and becomes every part of you. And then you have to put it back into the sky. And it's the most painful thing you'll ever have to do and that you've ever done. But what's yours is yours. Whether it??s up in the sky or here in your hands. And one day, it'll fall from the sky and hit you in the head real hard and that time, you won't have to put it back in the sky again.",C. JoyBell C.,cherishing;faith;heartwarming;hope;inspirational;learning;letting-go;life;life-and-learning;life-and-living;life-lessons;stars;treasure,1934
355,Rhonda,F,212978,0.000582866,"Have courage for the great sorrows of life and patience for the small ones; and when you have laboriously accomplished your daily task, go to sleep in peace. God is awake.",Victor Hugo,courage;inspirational,1926
356,Dolores,F,212394,0.000581267,"You're beautiful, but you're empty...One couldn't die for you. Of course, an ordinary passerby would think my rose looked just like you. But my rose, all on her own, is more important than all of you together, since she's the one I've watered. Since she's the one I put under glass, since she's the one I sheltered behind the screen. Since she's the one for whom I killed the caterpillars (except the two or three butterflies). Since she's the one I listened to when she complained, or when she boasted, or even sometimes when she said nothing at all. Since she's my rose.","Antoine de Saint-Exup??ry,",caring;inspirational;love;roses;uniqueness,1907
357,Eddie,M,212212,0.000580769,"You might as well answer the door, my child","Lucille Clifton,",inspirational,1904
358,Vivian,F,211914,0.000579954,"When you do the right thing, you get the feeling of peace and serenity associated with it. Do it again and again.",Roy T. Bennett,action;do-the-right-thing;doing;inner-peace;inspiration;inspirational;inspirational-quotes;inspire;inspiring;life;life-quotes;living;optimism;optimistic;peace;positive;positive-affirmation;positive-life;positive-thinking;serenity,1893
359,Darlene,F,210920,0.000577233,"We are flawed creatures, all of us. Some of us think that means we should fix our flaws. But get rid of my flaws and there would be no one left.","Sarah Vowell,",flaws;individuality;inspirational,1882
360,Aiden,M,210595,0.000576344,"Where there is ruin, there is hope for a treasure.",Rumi,inspirational,1994
361,Calvin,M,210202,0.000575268,"When I let go of what I am, I become what I might be.",Lao Tzu,inspirational,1890
362,Shane,M,209840,0.000574278,"Do what you love, love what you do, and with all your heart give yourself to it.","Roy T. Bennett,",do;doing;heart;inspiration;inspirational;inspirational-attitude;inspirational-life;inspirational-quotes;inspire;inspiring;life;life-and-living;life-lessons;life-quotes;living;love;motivation;motivational;optimism;optimistic;positive;positive-affirmation;positive-life;positive-thinking,1880
363,Leo,M,209835,0.000574264,"There is a candle in your heart, ready to be kindled",Mawlana Jalal-al-Din Rumi,inspirational,1872
364,Juanita,F,209425,0.000573142,The higher we soar the smaller we appear to those who cannot fly.,"Friedrich Nietzsche,",inspirational,1866
365,Sally,F,208588,0.000570851,"Only after disaster can we be resurrected. It's only after you've lost everything that you're free to do anything. Nothing is static, everything is evolving, everything is falling apart.","Chuck Palahniuk,",fight-club;inspirational;tyler;tyler-durden,1856
366,Lucy,F,208533,0.000570701,Sometimes God allows what he hates to accomplish what he loves.,"Joni Eareckson Tada,",faith;god;inspirational;love,1855
367,Bertha,F,208472,0.000570534,"There is no good and evil, there is only power and those too weak to seek it.","J.K. Rowling,",good-and-evil;inspirational;life,1846
368,Gail,F,207919,0.00056902,"Love: a single word, a wispy thing, a word no bigger or longer than an edge. That's what it is: an edge; a razor. It draws up through the center of your life, cutting everything in two. Before and after. The rest of the world falls away on either side.","Lauren Oliver,",inspirational,1835
369,Oscar,M,206624,0.000565476,If you can keep your head when all about yo,"Rudyard Kipling,",ataraxy;inspirational;life;manhood;moral-courage;perseverance,1823
370,Mike,M,205805,0.000563235,True love is not so much a matter of romance as it is a matter of anxious concern for the well-being of one's companion.,"Gordon B. Hinckley,",inspirational;love,1820
371,Randall,M,204934,0.000560851,The best thing to hold onto in life is each other.,Audrey Hepburn,inspirational,1815
372,Ray,M,204605,0.000559951,"why are trying so hard to fit in, when you're born to stand out",Oliver James,individuality;inspirational;life,1812
373,Bernard,M,202759,0.000554899,Ladies and gentlemen of the class of '97,Mary Schmich,inspirational;mary-schmich;sunscreen,1810
374,Jeremiah,M,202335,0.000553738,How would your life be different if??You stopped making negative judgmental assumptions about people you encounter? Let today be the day??You look for the good in everyone you meet and respect their journey.,"Steve Maraboli,",action;assumption;change;compassion;inspirational;judging;kindness;life;respect;success,1806
375,Dana,F,201778,0.000552214,"Once you realize you deserve a bright future, letting go of your dark past is the best choice you will ever make.","Roy T. Bennett,",choice;future;inspiration;inspirational;inspirational-attitude;inspirational-life;inspirational-quotes;inspire;inspiring;letting-go;letting-go-and-moving-on;life;life-and-living;life-lessons;life-quotes;living;motivation;motivational;optimism;optimistic;positive;positive-affirmation;positive-life;positive-thinking,1787
376,Brooke,F,201158,0.000550517,"Shoot for the moon, even if you fail, you'll land among the stars","Cecelia Ahern,",hope;inspirational,1787
377,Leroy,M,200472,0.00054864,"A fight is going on inside me,"" said an old man to his son. ""It is a terrible fight between two wolves. One wolf is evil. He is anger, envy, sorrow, regret, greed, arrogance, self-pity, guilt, resentment, inferiority, lies, false pride, superiority, and ego. The other wolf is good. he is joy, peace, love, hope, serenity, humility, kindness, benevolence, empathy, generosity, truth, compassion, and faith. The same fight is going on inside you.","Wendy Mass,",inspirational,1783
378,Amelia,F,200459,0.000548604,"Happiness is like a butterfly which, when pursued, is always beyond our grasp, but, if you will sit down quietly, may alight upon you.",Nathaniel Hawthorne,inspirational;life-happiness,1781
379,Corey,M,197691,0.000541029,"We travel, some of us forever, to seek other states, other lives, other souls.","ana??s nin,",inspirational;journey;quest;seekers;travel,1771
380,June,F,197485,0.000540465,"If you believe very strongly in something, stand up and fight for it.","Roy T. Bennett,",believe;believe-in-yourself;inspiration;inspirational;inspirational-attitude;inspirational-life;inspirational-quote;inspirational-quotes;inspire;inspiring;life;life-and-living;life-lessons;life-philosophy;life-quotes;living;motivation;motivational;optimism;optimistic;positive;positive-affirmation;positive-life;positive-thinking,1768
381,Owen,M,196913,0.0005389,"Death is no more than passing from one room into another. But there's a difference for me, you know. Because in that other room I shall be able to see.",Helen Keller,blindness;death;faith;inspirational;wisdom,1767
382,Claire,F,196008,0.000536423,No one really knows why they are alive until they know what they'd die for.,Martin Luther King Jr.,death;inspirational,1752
383,Jay,M,195482,0.000534984,To love and win is the best thing,William Makepeace Thackeray,inspirational,1742
384,Kristin,F,193868,0.000530566,"The reason birds can fly and we can't is simply because they have perfect faith, for to have faith is to have wings.","J.M. Barrie,",birds;faith;flying;inspirational;profound;wings,1730
385,Beatrice,F,193289,0.000528982,He that can have patience can have what he will.,Benjamin Franklin,determination;inspirational;patience,1717
386,Clifford,M,193284,0.000528968,Don't be afraid of enemies who attack you. Be afraid of the friends who flatter you.,"Dale Carnegie,",dishonesty;general-obregon-s-philosophy;inspirational;life;people,1709
387,Marion,F,192656,0.00052725,The heart is the toughest part of the body,"Carolyn Forch??,",inspirational;love,1701
388,Renee,F,192626,0.000527167,I must be willing to give up what I am in order to become what I will be.,Albert Einstein,inspirational,1698
389,Tara,F,192581,0.000527044,"In the name of God, stop a moment, cease your work, look around you.",Leo Tolstoy,inspirational;life;work,1694
390,Madeline,F,192089,0.000525698,"Dear God,"" she prayed, ""let me be something every minute of every hour of my life. Let me be gay; let me be sad. Let me be cold; let me be warm. Let me be hungry...have too much to eat. Let me be ragged or well dressed. Let me be sincere - be deceitful. Let me be truthful; let me be a liar. Let me be honorable and let me sin. Only let me be something every blessed minute. And when I sleep, let me dream all the time so that not one little piece of living is ever lost.","Betty Smith,",growing-up;inspirational;life,1920
